-0.0053563244	-0.085447215	0.014053244	-0.07504832	-0.036330037	-0.08012135	0.019276123	-0.020742008	-0.31349683	0.180548	0.33350042	-0.04534977	-0.036078658	-0.04448907	0.10255787	-0.007915061
0.071636714	-0.038714148	0.05211743	-0.096308485	0.097306825	-0.09164478	0.1558918	-0.017091453	-0.45739612	0.14536494	0.4789702	-0.0032996035	0.025202017	0.013201662	0.19698344	0.053309068
0.36947668	0.27228293	0.42150095	0.22730213	0.45288652	-0.4225631	0.49768007	-0.37729916	-0.5698211	-0.1953465	0.6000298	0.3406545	0.41837797	0.39466137	0.52155536	0.3989074
0.17441908	0.15854512	0.13875085	0.035826456	0.21589236	-0.27351773	0.25649258	-0.22929028	-0.41636077	0.009099375	0.46613684	0.1368641	0.23187247	0.1503823	0.29679233	0.20612103
-0.0073586777	-0.09973095	-0.046180982	-0.18203066	-0.056451757	0.02336279	0.023010468	0.042089403	-0.35983995	0.23688154	0.41070315	-0.13033149	-0.032946516	-0.08274613	0.01705122	-0.047243275
-0.02417719	-0.035348773	0.0689387	-0.06021053	-0.0048339665	-0.033816468	0.055157214	-0.04460399	-0.34152806	0.15766278	0.40984857	-0.052407887	-0.01808884	0.050288003	0.12903185	-0.01651481
-0.09729544	-0.13777782	-0.15071823	-0.17989352	-0.14123791	0.06308897	-0.07991246	0.068136804	-0.3292405	0.27444252	0.3405231	-0.19840853	-0.16918834	-0.13762581	-0.03200509	-0.09549776
0.15896331	0.08481766	0.18495536	0.1136956	0.18514313	-0.25632092	0.26576188	-0.20730025	-0.3771612	-0.04500011	0.37965468	0.20185915	0.19039345	0.15427624	0.30750227	0.1653285
-0.10389427	-0.08733508	-0.15652415	-0.22460097	-0.11916605	0.129605	-0.13693202	0.121192224	-0.2382816	0.24973877	0.34779322	-0.16918814	-0.11362625	-0.19455877	-0.042227678	-0.12526865
-0.087428525	-0.1821115	-0.118145086	-0.19851464	-0.088203035	0.05061524	-0.08221316	0.11319487	-0.25011528	0.25046617	0.27293932	-0.17980668	-0.1396025	-0.13528658	-0.040890258	-0.10881589
